ï»¿textbox9,textbox2,Textbox34
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 09 Aug 2012,To: 09 Aug 2012,Arizona,CY 2012,14,Cuba,3,Tucson,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Arizona,CY 2012,14,Iraq,7,Tempe,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Arizona,CY 2012,14,Iraq,7,Tucson,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Arizona,CY 2012,14,Uzbekistan,4,Phoenix,4,512
From: 09 Aug 2012,To: 09 Aug 2012,California,CY 2012,15,Iraq,9,Carson,4,512
From: 09 Aug 2012,To: 09 Aug 2012,California,CY 2012,15,Iraq,9,El Cajon,5,512
From: 09 Aug 2012,To: 09 Aug 2012,California,CY 2012,15,Somalia,6,Anaheim,5,512
From: 09 Aug 2012,To: 09 Aug 2012,California,CY 2012,15,Somalia,6,Oakland,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Colorado,CY 2012,23,Bhutan,7,Denver,7,512
From: 09 Aug 2012,To: 09 Aug 2012,Colorado,CY 2012,23,Burma,8,Aurora,7,512
From: 09 Aug 2012,To: 09 Aug 2012,Colorado,CY 2012,23,Burma,8,Denver,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Colorado,CY 2012,23,Dem. Rep. Congo,3,Denver,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Colorado,CY 2012,23,Ethiopia,2,Denver,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Colorado,CY 2012,23,Iraq,3,Denver,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Florida,CY 2012,27,Cuba,22,Doral,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Florida,CY 2012,27,Cuba,22,Hialeah,4,512
From: 09 Aug 2012,To: 09 Aug 2012,Florida,CY 2012,27,Cuba,22,Hialeah Gardens,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Florida,CY 2012,27,Cuba,22,Miami,4,512
From: 09 Aug 2012,To: 09 Aug 2012,Florida,CY 2012,27,Cuba,22,Naples,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Florida,CY 2012,27,Cuba,22,Tampa,8,512
From: 09 Aug 2012,To: 09 Aug 2012,Florida,CY 2012,27,Iraq,5,Orlando,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Georgia,CY 2012,25,Bhutan,7,Clarkston,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Georgia,CY 2012,25,Bhutan,7,Decatur,4,512
From: 09 Aug 2012,To: 09 Aug 2012,Georgia,CY 2012,25,Burma,3,Atlanta,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Georgia,CY 2012,25,Burundi,5,Atlanta,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Georgia,CY 2012,25,Dem. Rep. Congo,10,Atlanta,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Georgia,CY 2012,25,Dem. Rep. Congo,10,Clarkston,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Georgia,CY 2012,25,Dem. Rep. Congo,10,Stone Mountain,8,512
From: 09 Aug 2012,To: 09 Aug 2012,Illinois,CY 2012,29,Bhutan,7,Aurora,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Illinois,CY 2012,29,Bhutan,7,Chicago,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Illinois,CY 2012,29,Burma,15,Glen Ellyn,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Illinois,CY 2012,29,Burma,15,Rock Island,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Illinois,CY 2012,29,Burma,15,Rockford,8,512
From: 09 Aug 2012,To: 09 Aug 2012,Illinois,CY 2012,29,Cameroon,1,Chicago,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Illinois,CY 2012,29,Iraq,6,Aurora,4,512
From: 09 Aug 2012,To: 09 Aug 2012,Illinois,CY 2012,29,Iraq,6,Chicago,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Indiana,CY 2012,4,Burma,4,Indianapolis,4,512
From: 09 Aug 2012,To: 09 Aug 2012,Iowa,CY 2012,3,Bhutan,3,Des Moines,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Kentucky,CY 2012,12,Cuba,3,Bowling Green,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Kentucky,CY 2012,12,Dem. Rep. Congo,1,Louisville,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Kentucky,CY 2012,12,Iraq,8,Bowling Green,3,512
From: 09 Aug 2012,To: 09 Aug 2012,Kentucky,CY 2012,12,Iraq,8,Louisville,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Maryland,CY 2012,8,Bhutan,1,Baltimore,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Maryland,CY 2012,8,Burma,2,Frederick,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Maryland,CY 2012,8,Eritrea,5,Silver Spring,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Massachusetts,CY 2012,6,Bhutan,4,Worcester,4,512
From: 09 Aug 2012,To: 09 Aug 2012,Massachusetts,CY 2012,6,Burma,2,Worcester,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Michigan,CY 2012,29,Burma,8,Battle Creek,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Michigan,CY 2012,29,Burma,8,Grand Rapids,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Michigan,CY 2012,29,Burma,8,Lansing,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Michigan,CY 2012,29,Iraq,21,Ann Arbor,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Michigan,CY 2012,29,Iraq,21,Dearborn,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Michigan,CY 2012,29,Iraq,21,Southfield,18,512
From: 09 Aug 2012,To: 09 Aug 2012,Minnesota,CY 2012,10,Belarus,2,Anoka,2,512
From: 09 Aug 2012,To: 09 Aug 2012,Minnesota,CY 2012,10,Burma,7,Saint Paul,7,512
From: 09 Aug 2012,To: 09 Aug 2012,Minnesota,CY 2012,10,Somalia,1,Minneapolis,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Missouri,CY 2012,27,Bhutan,9,Saint Louis,9,512
From: 09 Aug 2012,To: 09 Aug 2012,Missouri,CY 2012,27,Burma,1,Kansas City,1,512
From: 09 Aug 2012,To: 09 Aug 2012,Missouri,CY 2012,27,Iraq,12,Kansas City,8,512
From: 09 Aug 2012,To: 09 Aug 2012,Missouri,CY 2012,27,Iraq,12,Saint Louis,4,512
From: 09 Aug 2012,To: 09 Aug 2012,Missouri,CY 2012,27,Somalia,5,Saint Louis,5,512
From: 09 Aug 2012,To: 09 Aug 2012,Nebraska,CY 2012,10,Bhutan,10,Omaha,10,512
From: 09 Aug 2012,To: 09 Aug 2012,Nevada,CY 2012,4,Bhutan,4,Las Vegas,4,512
From: 09 Aug 2012,To: 09 Aug 2012,New Hampshire,CY 2012,6,Iraq,6,Manchester,6,512
From: 09 Aug 2012,To: 09 Aug 2012,New Jersey,CY 2012,3,Cuba,3,Elizabeth,3,512
From: 09 Aug 2012,To: 09 Aug 2012,New Mexico,CY 2012,5,Burma,3,Albuquerque,3,512
From: 09 Aug 2012,To: 09 Aug 2012,New Mexico,CY 2012,5,Cuba,2,Albuquerque,2,512
From: 09 Aug 2012,To: 09 Aug 2012,New York,CY 2012,19,Bhutan,8,Syracuse,8,512
From: 09 Aug 2012,To: 09 Aug 2012,New York,CY 2012,19,Burma,7,Albany,6,512
From: 09 Aug 2012,To: 09 Aug 2012,New York,CY 2012,19,Burma,7,Buffalo,1,512
