ï»¿textbox9,textbox2,Textbox34
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 25 Sep 2014,To: 25 Sep 2014,Arizona,CY 2014,10,Burma,1,Tucson,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Arizona,CY 2014,10,Cuba,3,Phoenix,3,447
From: 25 Sep 2014,To: 25 Sep 2014,Arizona,CY 2014,10,Eritrea,4,Phoenix,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Arizona,CY 2014,10,Eritrea,4,Tucson,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Arizona,CY 2014,10,Iraq,2,Glendale,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Arizona,CY 2014,10,Iraq,2,Phoenix,1,447
From: 25 Sep 2014,To: 25 Sep 2014,California,CY 2014,21,Iraq,17,Irvine,1,447
From: 25 Sep 2014,To: 25 Sep 2014,California,CY 2014,21,Iraq,17,La Mesa,3,447
From: 25 Sep 2014,To: 25 Sep 2014,California,CY 2014,21,Iraq,17,Los Angeles,2,447
From: 25 Sep 2014,To: 25 Sep 2014,California,CY 2014,21,Iraq,17,San Diego,10,447
From: 25 Sep 2014,To: 25 Sep 2014,California,CY 2014,21,Iraq,17,Turlock,1,447
From: 25 Sep 2014,To: 25 Sep 2014,California,CY 2014,21,Somalia,4,San Diego,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Burma,7,Aurora,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Burma,7,Greeley,6,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Cuba,3,Denver,3,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Eritrea,10,Aurora,6,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Eritrea,10,Denver,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Iraq,12,Colorado Springs,6,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Iraq,12,Denver,3,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Iraq,12,Greeley,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Iraq,12,Lakewood,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Colorado,CY 2014,40,Somalia,8,Denver,8,447
From: 25 Sep 2014,To: 25 Sep 2014,Connecticut,CY 2014,1,Afghanistan,1,Hartford,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Burma,6,Jacksonville,6,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Cuba,33,Clearwater,7,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Cuba,33,Doral,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Cuba,33,Hialeah,5,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Cuba,33,Jacksonville,3,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Cuba,33,Miami,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Cuba,33,Saint Petersburg,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Cuba,33,Tampa,8,447
From: 25 Sep 2014,To: 25 Sep 2014,Florida,CY 2014,40,Eritrea,1,Jacksonville,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Georgia,CY 2014,9,Burma,9,Atlanta,8,447
From: 25 Sep 2014,To: 25 Sep 2014,Georgia,CY 2014,9,Burma,9,Comer,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Idaho,CY 2014,7,Iraq,7,Boise,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Idaho,CY 2014,7,Iraq,7,Twin Falls,6,447
From: 25 Sep 2014,To: 25 Sep 2014,Illinois,CY 2014,18,Burma,6,Chicago,6,447
From: 25 Sep 2014,To: 25 Sep 2014,Illinois,CY 2014,18,Iraq,12,Chicago,7,447
From: 25 Sep 2014,To: 25 Sep 2014,Illinois,CY 2014,18,Iraq,12,Niles,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Illinois,CY 2014,18,Iraq,12,Rockford,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Indiana,CY 2014,19,Burma,15,Fort Wayne,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Indiana,CY 2014,19,Burma,15,Indianapolis,14,447
From: 25 Sep 2014,To: 25 Sep 2014,Indiana,CY 2014,19,Iraq,4,Indianapolis,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Iowa,CY 2014,19,Burma,13,Des Moines,11,447
From: 25 Sep 2014,To: 25 Sep 2014,Iowa,CY 2014,19,Burma,13,Marshalltown,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Iowa,CY 2014,19,Cuba,1,Des Moines,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Iowa,CY 2014,19,Iraq,5,Clive,5,447
From: 25 Sep 2014,To: 25 Sep 2014,Kentucky,CY 2014,10,Bhutan,5,Lexington,5,447
From: 25 Sep 2014,To: 25 Sep 2014,Kentucky,CY 2014,10,Burma,2,Bowling Green,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Kentucky,CY 2014,10,Burma,2,Louisville,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Kentucky,CY 2014,10,Iraq,2,Lexington,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Kentucky,CY 2014,10,Somalia,1,Louisville,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Maine,CY 2014,1,Iraq,1,Portland,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Maryland,CY 2014,2,Iraq,2,Baltimore,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Massachusetts,CY 2014,8,Bhutan,2,Worcester,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Massachusetts,CY 2014,8,Eritrea,1,Boston,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Massachusetts,CY 2014,8,Iraq,5,West Springfield,5,447
From: 25 Sep 2014,To: 25 Sep 2014,Michigan,CY 2014,33,Burma,3,Grand Rapids,3,447
From: 25 Sep 2014,To: 25 Sep 2014,Michigan,CY 2014,33,Iraq,30,Madison Heights,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Michigan,CY 2014,33,Iraq,30,Oak Park,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Michigan,CY 2014,33,Iraq,30,Sterling Heights,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Michigan,CY 2014,33,Iraq,30,Troy,22,447
From: 25 Sep 2014,To: 25 Sep 2014,Michigan,CY 2014,33,Iraq,30,Wixom,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Minnesota,CY 2014,6,Burma,6,Roseville,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Minnesota,CY 2014,6,Burma,6,Saint Paul,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Missouri,CY 2014,5,Burma,4,Kansas City,3,447
From: 25 Sep 2014,To: 25 Sep 2014,Missouri,CY 2014,5,Burma,4,Springfield,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Missouri,CY 2014,5,Cuba,1,Saint Joseph,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Nevada,CY 2014,6,Azerbaijan,4,Las Vegas,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Nevada,CY 2014,6,Cuba,2,Las Vegas,2,447
From: 25 Sep 2014,To: 25 Sep 2014,New Jersey,CY 2014,11,Cuba,5,Elizabeth,2,447
From: 25 Sep 2014,To: 25 Sep 2014,New Jersey,CY 2014,11,Cuba,5,Toms River,2,447
From: 25 Sep 2014,To: 25 Sep 2014,New Jersey,CY 2014,11,Cuba,5,Union City,1,447
From: 25 Sep 2014,To: 25 Sep 2014,New Jersey,CY 2014,11,Iraq,6,Elizabeth,6,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Bhutan,4,Syracuse,4,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Burma,25,Albany,11,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Burma,25,Buffalo,2,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Burma,25,Rensselaer,2,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Burma,25,Rochester,2,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Burma,25,Utica,8,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Iraq,17,Bronx,2,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Iraq,17,Buffalo,8,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Iraq,17,Cheektowaga,7,447
From: 25 Sep 2014,To: 25 Sep 2014,New York,CY 2014,48,Kuwait,2,Buffalo,2,447
From: 25 Sep 2014,To: 25 Sep 2014,North Carolina,CY 2014,1,Burma,1,Charlotte,1,447
From: 25 Sep 2014,To: 25 Sep 2014,North Dakota,CY 2014,5,Iraq,5,Fargo,5,447
From: 25 Sep 2014,To: 25 Sep 2014,Ohio,CY 2014,5,Bhutan,4,Cleveland,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Ohio,CY 2014,5,Burma,1,Lakewood,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Oregon,CY 2014,7,Burma,1,Portland,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Oregon,CY 2014,7,Iraq,6,Portland,6,447
From: 25 Sep 2014,To: 25 Sep 2014,Pennsylvania,CY 2014,17,Cuba,4,Lancaster,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Pennsylvania,CY 2014,17,Iraq,13,Erie,7,447
From: 25 Sep 2014,To: 25 Sep 2014,Pennsylvania,CY 2014,17,Iraq,13,Lancaster,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Pennsylvania,CY 2014,17,Iraq,13,Philadelphia,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Pennsylvania,CY 2014,17,Iraq,13,Pittsburgh,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Rhode Island,CY 2014,2,Burma,2,Providence,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Tennessee,CY 2014,14,Burma,3,Nashville,3,447
From: 25 Sep 2014,To: 25 Sep 2014,Tennessee,CY 2014,14,Iraq,5,Murfreesboro,3,447
From: 25 Sep 2014,To: 25 Sep 2014,Tennessee,CY 2014,14,Iraq,5,Nashville,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Tennessee,CY 2014,14,Somalia,6,Memphis,6,447
From: 25 Sep 2014,To: 25 Sep 2014,Texas,CY 2014,59,Afghanistan,8,Houston,8,447
From: 25 Sep 2014,To: 25 Sep 2014,Texas,CY 2014,59,Burma,10,Amarillo,8,447
From: 25 Sep 2014,To: 25 Sep 2014,Texas,CY 2014,59,Burma,10,Houston,2,447
From: 25 Sep 2014,To: 25 Sep 2014,Texas,CY 2014,59,Cuba,1,Houston,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Texas,CY 2014,59,Eritrea,4,Dallas,4,447
From: 25 Sep 2014,To: 25 Sep 2014,Texas,CY 2014,59,Iraq,36,Amarillo,1,447
From: 25 Sep 2014,To: 25 Sep 2014,Texas,CY 2014,59,Iraq,36,Arlington,1,447
