ï»¿textbox9,textbox2,Textbox34
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 10 Mar 2014,To: 10 Mar 2014,Arizona,CY 2014,5,Iraq,3,Phoenix,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Arizona,CY 2014,5,Iraq,3,Tucson,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Arizona,CY 2014,5,Somalia,2,Phoenix,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Arizona,CY 2014,5,Somalia,2,Tucson,1,163
From: 10 Mar 2014,To: 10 Mar 2014,California,CY 2014,10,Iraq,10,El Cajon,1,163
From: 10 Mar 2014,To: 10 Mar 2014,California,CY 2014,10,Iraq,10,Escondido,1,163
From: 10 Mar 2014,To: 10 Mar 2014,California,CY 2014,10,Iraq,10,Sacramento,1,163
From: 10 Mar 2014,To: 10 Mar 2014,California,CY 2014,10,Iraq,10,Turlock,7,163
From: 10 Mar 2014,To: 10 Mar 2014,Colorado,CY 2014,12,Iraq,6,Aurora,5,163
From: 10 Mar 2014,To: 10 Mar 2014,Colorado,CY 2014,12,Iraq,6,Denver,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Colorado,CY 2014,12,Sudan,6,Denver,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Georgia,CY 2014,5,Iraq,1,Atlanta,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Georgia,CY 2014,5,Somalia,4,Atlanta,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Illinois,CY 2014,23,Iraq,23,Chicago,13,163
From: 10 Mar 2014,To: 10 Mar 2014,Illinois,CY 2014,23,Iraq,23,Lincolnwood,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Illinois,CY 2014,23,Iraq,23,Niles,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Illinois,CY 2014,23,Iraq,23,Skokie,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Indiana,CY 2014,3,Iraq,3,South Bend,3,163
From: 10 Mar 2014,To: 10 Mar 2014,Iowa,CY 2014,10,Dem. Rep. Congo,10,Des Moines,10,163
From: 10 Mar 2014,To: 10 Mar 2014,Michigan,CY 2014,14,Iraq,13,Farmington Hills,5,163
From: 10 Mar 2014,To: 10 Mar 2014,Michigan,CY 2014,14,Iraq,13,Madison Heights,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Michigan,CY 2014,14,Iraq,13,Troy,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Michigan,CY 2014,14,Sudan,1,Lansing,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Minnesota,CY 2014,6,Somalia,6,Minneapolis,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Missouri,CY 2014,6,Iraq,1,Kansas City,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Missouri,CY 2014,6,Somalia,5,Kansas City,5,163
From: 10 Mar 2014,To: 10 Mar 2014,New Jersey,CY 2014,2,Iraq,2,Elizabeth,2,163
From: 10 Mar 2014,To: 10 Mar 2014,New York,CY 2014,8,Iraq,8,New York,2,163
From: 10 Mar 2014,To: 10 Mar 2014,New York,CY 2014,8,Iraq,8,Syracuse,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Ohio,CY 2014,7,Iraq,6,Cincinnati,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Ohio,CY 2014,7,Somalia,1,Columbus,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Oklahoma,CY 2014,1,Burma,1,Tulsa,1,163
From: 10 Mar 2014,To: 10 Mar 2014,South Carolina,CY 2014,2,Iraq,2,Columbia,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Texas,CY 2014,32,Burma,15,Austin,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Texas,CY 2014,32,Burma,15,Fort Worth,9,163
From: 10 Mar 2014,To: 10 Mar 2014,Texas,CY 2014,32,Eritrea,5,San Antonio,5,163
From: 10 Mar 2014,To: 10 Mar 2014,Texas,CY 2014,32,Iraq,10,Dallas,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Texas,CY 2014,32,Iraq,10,Fort Worth,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Texas,CY 2014,32,Somalia,2,Dallas,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Utah,CY 2014,10,Iraq,10,Salt Lake City,10,163
From: 10 Mar 2014,To: 10 Mar 2014,Virginia,CY 2014,4,Iraq,4,Falls Church,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Washington,CY 2014,3,Ethiopia,3,Spokane,3,163

Textbox94,Textbox95,nat_definition5,region_name_4,textbox38,Category4,textbox42,Assur_DestinationCity3,Cases5,Cases6
From: 10 Mar 2014,To: 10 Mar 2014,Burma,CY 2014,16,Oklahoma,1,Tulsa,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Burma,CY 2014,16,Texas,15,Austin,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Burma,CY 2014,16,Texas,15,Fort Worth,9,163
From: 10 Mar 2014,To: 10 Mar 2014,Dem. Rep. Congo,CY 2014,10,Iowa,10,Des Moines,10,163
From: 10 Mar 2014,To: 10 Mar 2014,Eritrea,CY 2014,5,Texas,5,San Antonio,5,163
From: 10 Mar 2014,To: 10 Mar 2014,Ethiopia,CY 2014,3,Washington,3,Spokane,3,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Arizona,3,Phoenix,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Arizona,3,Tucson,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,California,10,El Cajon,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,California,10,Escondido,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,California,10,Sacramento,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,California,10,Turlock,7,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Colorado,6,Aurora,5,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Colorado,6,Denver,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Georgia,1,Atlanta,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Illinois,23,Chicago,13,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Illinois,23,Lincolnwood,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Illinois,23,Niles,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Illinois,23,Skokie,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Indiana,3,South Bend,3,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Michigan,13,Farmington Hills,5,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Michigan,13,Madison Heights,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Michigan,13,Troy,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Missouri,1,Kansas City,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,New Jersey,2,Elizabeth,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,New York,8,New York,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,New York,8,Syracuse,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Ohio,6,Cincinnati,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,South Carolina,2,Columbia,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Texas,10,Dallas,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Texas,10,Fort Worth,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Utah,10,Salt Lake City,10,163
From: 10 Mar 2014,To: 10 Mar 2014,Iraq,CY 2014,102,Virginia,4,Falls Church,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Somalia,CY 2014,20,Arizona,2,Phoenix,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Somalia,CY 2014,20,Arizona,2,Tucson,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Somalia,CY 2014,20,Georgia,4,Atlanta,4,163
From: 10 Mar 2014,To: 10 Mar 2014,Somalia,CY 2014,20,Minnesota,6,Minneapolis,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Somalia,CY 2014,20,Missouri,5,Kansas City,5,163
From: 10 Mar 2014,To: 10 Mar 2014,Somalia,CY 2014,20,Ohio,1,Columbus,1,163
From: 10 Mar 2014,To: 10 Mar 2014,Somalia,CY 2014,20,Texas,2,Dallas,2,163
From: 10 Mar 2014,To: 10 Mar 2014,Sudan,CY 2014,7,Colorado,6,Denver,6,163
From: 10 Mar 2014,To: 10 Mar 2014,Sudan,CY 2014,7,Michigan,1,Lansing,1,163

