ï»¿textbox9,textbox2,Textbox34
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 04 Jun 2004,To: 04 Jun 2004,Arizona,CY 2004,7,Cuba,1,Phoenix,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Arizona,CY 2004,7,Somalia,3,Phoenix,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Arizona,CY 2004,7,Sudan,3,Phoenix,2,125
From: 04 Jun 2004,To: 04 Jun 2004,Arizona,CY 2004,7,Sudan,3,Tucson,1,125
From: 04 Jun 2004,To: 04 Jun 2004,California,CY 2004,16,Somalia,14,San Diego,14,125
From: 04 Jun 2004,To: 04 Jun 2004,California,CY 2004,16,Sudan,2,El Cajon,2,125
From: 04 Jun 2004,To: 04 Jun 2004,District of Columbia,CY 2004,1,Sudan,1,Washington,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Florida,CY 2004,24,Burma,3,Jacksonville,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Florida,CY 2004,24,Cuba,21,Hialeah,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Florida,CY 2004,24,Cuba,21,Miami,11,125
From: 04 Jun 2004,To: 04 Jun 2004,Florida,CY 2004,24,Cuba,21,Naples,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Florida,CY 2004,24,Cuba,21,Tampa,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Florida,CY 2004,24,Cuba,21,West Palm Beach,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Georgia,CY 2004,2,Burma,2,Marietta,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Georgia,CY 2004,2,Burma,2,Norcross,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Indiana,CY 2004,3,Burma,3,Indianapolis,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Kentucky,CY 2004,5,Cuba,1,Louisville,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Kentucky,CY 2004,5,Sudan,4,Louisville,4,125
From: 04 Jun 2004,To: 04 Jun 2004,Maryland,CY 2004,1,Burma,1,Silver Spring,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Minnesota,CY 2004,15,Burma,15,Saint Paul,15,125
From: 04 Jun 2004,To: 04 Jun 2004,New Jersey,CY 2004,7,Cuba,7,Perth Amboy,7,125
From: 04 Jun 2004,To: 04 Jun 2004,New York,CY 2004,4,Burma,3,Buffalo,1,125
From: 04 Jun 2004,To: 04 Jun 2004,New York,CY 2004,4,Burma,3,Jackson Heights,2,125
From: 04 Jun 2004,To: 04 Jun 2004,New York,CY 2004,4,Sudan,1,Syracuse,1,125
From: 04 Jun 2004,To: 04 Jun 2004,North Carolina,CY 2004,5,Burma,5,Chapel Hill,5,125
From: 04 Jun 2004,To: 04 Jun 2004,North Dakota,CY 2004,3,Sudan,3,Fargo,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Tennessee,CY 2004,3,Sudan,3,Maryville,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Tennessee,CY 2004,3,Sudan,3,Nashville,2,125
From: 04 Jun 2004,To: 04 Jun 2004,Texas,CY 2004,8,Burma,1,Lewisville,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Texas,CY 2004,8,Cuba,1,Fort Worth,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Texas,CY 2004,8,Somalia,5,Houston,5,125
From: 04 Jun 2004,To: 04 Jun 2004,Texas,CY 2004,8,Sudan,1,Rowlett,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Utah,CY 2004,1,Cuba,1,Salt Lake City,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Virginia,CY 2004,1,Sudan,1,Richmond,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Washington,CY 2004,19,Burma,2,Seattle,2,125
From: 04 Jun 2004,To: 04 Jun 2004,Washington,CY 2004,19,Cuba,3,Spokane,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Washington,CY 2004,19,Somalia,13,Seattle,13,125
From: 04 Jun 2004,To: 04 Jun 2004,Washington,CY 2004,19,Sudan,1,Seattle,1,125

Textbox94,Textbox95,nat_definition5,region_name_4,textbox38,Category4,textbox42,Assur_DestinationCity3,Cases5,Cases6
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,Florida,3,Jacksonville,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,Georgia,2,Marietta,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,Georgia,2,Norcross,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,Indiana,3,Indianapolis,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,Maryland,1,Silver Spring,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,Minnesota,15,Saint Paul,15,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,New York,3,Buffalo,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,New York,3,Jackson Heights,2,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,North Carolina,5,Chapel Hill,5,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,Texas,1,Lewisville,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Burma,CY 2004,35,Washington,2,Seattle,2,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Arizona,1,Phoenix,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Florida,21,Hialeah,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Florida,21,Miami,11,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Florida,21,Naples,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Florida,21,Tampa,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Florida,21,West Palm Beach,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Kentucky,1,Louisville,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,New Jersey,7,Perth Amboy,7,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Texas,1,Fort Worth,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Utah,1,Salt Lake City,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Cuba,CY 2004,35,Washington,3,Spokane,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Somalia,CY 2004,35,Arizona,3,Phoenix,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Somalia,CY 2004,35,California,14,San Diego,14,125
From: 04 Jun 2004,To: 04 Jun 2004,Somalia,CY 2004,35,Texas,5,Houston,5,125
From: 04 Jun 2004,To: 04 Jun 2004,Somalia,CY 2004,35,Washington,13,Seattle,13,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,Arizona,3,Phoenix,2,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,Arizona,3,Tucson,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,California,2,El Cajon,2,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,District of Columbia,1,Washington,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,Kentucky,4,Louisville,4,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,New York,1,Syracuse,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,North Dakota,3,Fargo,3,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,Tennessee,3,Maryville,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,Tennessee,3,Nashville,2,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,Texas,1,Rowlett,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,Virginia,1,Richmond,1,125
From: 04 Jun 2004,To: 04 Jun 2004,Sudan,CY 2004,20,Washington,1,Seattle,1,125

