ï»¿textbox9,textbox2,Textbox34
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 16 Jun 2016,To: 16 Jun 2016,Arizona,CY 2016,5,Syria,5,Glendale,5,365
From: 16 Jun 2016,To: 16 Jun 2016,California,CY 2016,33,Iran,13,Glendale,11,365
From: 16 Jun 2016,To: 16 Jun 2016,California,CY 2016,33,Iran,13,Los Angeles,2,365
From: 16 Jun 2016,To: 16 Jun 2016,California,CY 2016,33,Kazakhstan,4,Canoga Park,4,365
From: 16 Jun 2016,To: 16 Jun 2016,California,CY 2016,33,Syria,11,San Diego,5,365
From: 16 Jun 2016,To: 16 Jun 2016,California,CY 2016,33,Syria,11,Turlock,6,365
From: 16 Jun 2016,To: 16 Jun 2016,California,CY 2016,33,Ukraine,5,Sacramento,3,365
From: 16 Jun 2016,To: 16 Jun 2016,California,CY 2016,33,Ukraine,5,West Sacramento,2,365
From: 16 Jun 2016,To: 16 Jun 2016,Florida,CY 2016,5,Iraq,5,Clearwater,5,365
From: 16 Jun 2016,To: 16 Jun 2016,Georgia,CY 2016,23,Bhutan,5,Atlanta,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Georgia,CY 2016,23,Bhutan,5,Stone Mountain,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Georgia,CY 2016,23,Dem. Rep. Congo,9,Atlanta,9,365
From: 16 Jun 2016,To: 16 Jun 2016,Georgia,CY 2016,23,Pakistan,4,Atlanta,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Georgia,CY 2016,23,Sri Lanka (Ceylon),5,Atlanta,5,365
From: 16 Jun 2016,To: 16 Jun 2016,Illinois,CY 2016,38,Burma,14,Chicago,8,365
From: 16 Jun 2016,To: 16 Jun 2016,Illinois,CY 2016,38,Burma,14,Moline,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Illinois,CY 2016,38,Burma,14,Rockford,5,365
From: 16 Jun 2016,To: 16 Jun 2016,Illinois,CY 2016,38,Syria,23,Chicago,12,365
From: 16 Jun 2016,To: 16 Jun 2016,Illinois,CY 2016,38,Syria,23,Rockford,11,365
From: 16 Jun 2016,To: 16 Jun 2016,Illinois,CY 2016,38,Thailand,1,Rockford,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Indiana,CY 2016,2,Burma,2,Fort Wayne,2,365
From: 16 Jun 2016,To: 16 Jun 2016,Iowa,CY 2016,17,Burma,8,Marshalltown,8,365
From: 16 Jun 2016,To: 16 Jun 2016,Iowa,CY 2016,17,Syria,9,Des Moines,9,365
From: 16 Jun 2016,To: 16 Jun 2016,Kentucky,CY 2016,20,Bhutan,16,Bowling Green,8,365
From: 16 Jun 2016,To: 16 Jun 2016,Kentucky,CY 2016,20,Bhutan,16,Louisville,8,365
From: 16 Jun 2016,To: 16 Jun 2016,Kentucky,CY 2016,20,Dem. Rep. Congo,4,Lexington,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Maine,CY 2016,9,Dem. Rep. Congo,9,Portland,9,365
From: 16 Jun 2016,To: 16 Jun 2016,Maryland,CY 2016,2,Afghanistan,1,Silver Spring,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Maryland,CY 2016,2,Ethiopia,1,Baltimore,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Massachusetts,CY 2016,10,Bhutan,3,West Springfield,3,365
From: 16 Jun 2016,To: 16 Jun 2016,Massachusetts,CY 2016,10,Dem. Rep. Congo,3,Lowell,3,365
From: 16 Jun 2016,To: 16 Jun 2016,Massachusetts,CY 2016,10,Ukraine,4,West Springfield,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Michigan,CY 2016,12,Afghanistan,2,Lansing,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Michigan,CY 2016,12,Afghanistan,2,Troy,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Michigan,CY 2016,12,Burma,1,Battle Creek,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Michigan,CY 2016,12,Dem. Rep. Congo,9,Troy,9,365
From: 16 Jun 2016,To: 16 Jun 2016,Minnesota,CY 2016,13,Bhutan,6,Roseville,6,365
From: 16 Jun 2016,To: 16 Jun 2016,Minnesota,CY 2016,13,Burma,1,Saint Paul,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Minnesota,CY 2016,13,Ethiopia,6,Fridley,2,365
From: 16 Jun 2016,To: 16 Jun 2016,Minnesota,CY 2016,13,Ethiopia,6,Rochester,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Nebraska,CY 2016,12,Afghanistan,2,Omaha,2,365
From: 16 Jun 2016,To: 16 Jun 2016,Nebraska,CY 2016,12,Burma,10,Omaha,10,365
From: 16 Jun 2016,To: 16 Jun 2016,New York,CY 2016,4,Afghanistan,1,Buffalo,1,365
From: 16 Jun 2016,To: 16 Jun 2016,New York,CY 2016,4,Burma,1,Syracuse,1,365
From: 16 Jun 2016,To: 16 Jun 2016,New York,CY 2016,4,Dem. Rep. Congo,1,Utica,1,365
From: 16 Jun 2016,To: 16 Jun 2016,New York,CY 2016,4,Somalia,1,Buffalo,1,365
From: 16 Jun 2016,To: 16 Jun 2016,North Carolina,CY 2016,18,Burma,6,Durham,6,365
From: 16 Jun 2016,To: 16 Jun 2016,North Carolina,CY 2016,18,Dem. Rep. Congo,10,Durham,8,365
From: 16 Jun 2016,To: 16 Jun 2016,North Carolina,CY 2016,18,Dem. Rep. Congo,10,Raleigh,2,365
From: 16 Jun 2016,To: 16 Jun 2016,North Carolina,CY 2016,18,Ukraine,2,Concord,2,365
From: 16 Jun 2016,To: 16 Jun 2016,Ohio,CY 2016,26,Somalia,5,Columbus,5,365
From: 16 Jun 2016,To: 16 Jun 2016,Ohio,CY 2016,26,Syria,16,Cleveland,5,365
From: 16 Jun 2016,To: 16 Jun 2016,Ohio,CY 2016,26,Syria,16,Dayton,6,365
From: 16 Jun 2016,To: 16 Jun 2016,Ohio,CY 2016,26,Syria,16,Toledo,5,365
From: 16 Jun 2016,To: 16 Jun 2016,Ohio,CY 2016,26,Ukraine,5,Parma,5,365
From: 16 Jun 2016,To: 16 Jun 2016,Oregon,CY 2016,6,Iraq,1,Portland,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Oregon,CY 2016,6,Ukraine,5,Gresham,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Oregon,CY 2016,6,Ukraine,5,Portland,1,365
From: 16 Jun 2016,To: 16 Jun 2016,Pennsylvania,CY 2016,16,Bhutan,12,Harrisburg,12,365
From: 16 Jun 2016,To: 16 Jun 2016,Pennsylvania,CY 2016,16,Rwanda,4,Pittsburgh,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Rhode Island,CY 2016,1,Dem. Rep. Congo,1,Providence,1,365
From: 16 Jun 2016,To: 16 Jun 2016,South Carolina,CY 2016,5,Dem. Rep. Congo,5,Spartanburg,5,365
From: 16 Jun 2016,To: 16 Jun 2016,South Dakota,CY 2016,8,Burma,8,Huron,8,365
From: 16 Jun 2016,To: 16 Jun 2016,Tennessee,CY 2016,3,Bhutan,3,Nashville,3,365
From: 16 Jun 2016,To: 16 Jun 2016,Texas,CY 2016,32,Afghanistan,2,Dallas,2,365
From: 16 Jun 2016,To: 16 Jun 2016,Texas,CY 2016,32,Bhutan,6,Dallas,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Texas,CY 2016,32,Bhutan,6,Fort Worth,2,365
From: 16 Jun 2016,To: 16 Jun 2016,Texas,CY 2016,32,Burma,6,Dallas,6,365
From: 16 Jun 2016,To: 16 Jun 2016,Texas,CY 2016,32,Colombia,3,Fort Worth,3,365
From: 16 Jun 2016,To: 16 Jun 2016,Texas,CY 2016,32,Iran,6,Lewisville,2,365
From: 16 Jun 2016,To: 16 Jun 2016,Texas,CY 2016,32,Iran,6,Plano,4,365
From: 16 Jun 2016,To: 16 Jun 2016,Texas,CY 2016,32,Iraq,9,Houston,9,365
From: 16 Jun 2016,To: 16 Jun 2016,Virginia,CY 2016,3,Syria,3,Charlottesville,3,365
From: 16 Jun 2016,To: 16 Jun 2016,Washington,CY 2016,31,Colombia,7,Richland,7,365
From: 16 Jun 2016,To: 16 Jun 2016,Washington,CY 2016,31,Iran,5,Seattle,5,365
