ï»¿textbox9,textbox2,Textbox34
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 26 May 2009,To: 26 May 2009,Arizona,CY 2009,44,Bhutan,1,Phoenix,1,717
From: 26 May 2009,To: 26 May 2009,Arizona,CY 2009,44,Burma,28,Phoenix,28,717
From: 26 May 2009,To: 26 May 2009,Arizona,CY 2009,44,Iraq,15,Glendale,11,717
From: 26 May 2009,To: 26 May 2009,Arizona,CY 2009,44,Iraq,15,Phoenix,4,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Bhutan,1,San Jose,1,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Dem. Rep. Congo,4,San Diego,4,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,Burbank,18,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,Fountain Valley,2,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,Glendale,33,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,La Crescenta,1,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,Los Angeles,1,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,Simi Valley,1,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,Studio City,3,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,Tujunga,4,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iran,65,Turlock,2,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iraq,85,El Cajon,37,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iraq,85,La Mesa,9,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iraq,85,Modesto,10,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iraq,85,Poway,5,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iraq,85,Sacramento,4,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iraq,85,San Diego,15,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iraq,85,Spring Valley,3,717
From: 26 May 2009,To: 26 May 2009,California,CY 2009,155,Iraq,85,Sunnyvale,2,717
From: 26 May 2009,To: 26 May 2009,Colorado,CY 2009,29,Burma,25,Denver,25,717
From: 26 May 2009,To: 26 May 2009,Colorado,CY 2009,29,Somalia,4,Aurora,1,717
From: 26 May 2009,To: 26 May 2009,Colorado,CY 2009,29,Somalia,4,Denver,3,717
From: 26 May 2009,To: 26 May 2009,Connecticut,CY 2009,5,Iraq,5,New Fairfield,3,717
From: 26 May 2009,To: 26 May 2009,Connecticut,CY 2009,5,Iraq,5,New Haven,2,717
From: 26 May 2009,To: 26 May 2009,Delaware,CY 2009,4,Iraq,4,Wilmington,4,717
From: 26 May 2009,To: 26 May 2009,Florida,CY 2009,13,Bhutan,6,Jacksonville,6,717
From: 26 May 2009,To: 26 May 2009,Florida,CY 2009,13,Burma,5,Tampa,5,717
From: 26 May 2009,To: 26 May 2009,Florida,CY 2009,13,Iraq,2,Fort Lauderdale,1,717
From: 26 May 2009,To: 26 May 2009,Florida,CY 2009,13,Iraq,2,Jacksonville,1,717
