ï»¿textbox9,textbox2,Textbox34
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 07 Oct 2016,To: 07 Oct 2016,California,CY 2016,13,Iran,7,Glendale,5,20
From: 07 Oct 2016,To: 07 Oct 2016,California,CY 2016,13,Iran,7,Los Angeles,2,20
From: 07 Oct 2016,To: 07 Oct 2016,California,CY 2016,13,Syria,6,San Diego,6,20
From: 07 Oct 2016,To: 07 Oct 2016,Texas,CY 2016,3,Iraq,3,Houston,3,20
From: 07 Oct 2016,To: 07 Oct 2016,Utah,CY 2016,4,Iraq,4,Salt Lake City,4,20

Textbox94,Textbox95,nat_definition5,region_name_4,textbox38,Category4,textbox42,Assur_DestinationCity3,Cases5,Cases6
From: 07 Oct 2016,To: 07 Oct 2016,Iran,CY 2016,7,California,7,Glendale,5,20
From: 07 Oct 2016,To: 07 Oct 2016,Iran,CY 2016,7,California,7,Los Angeles,2,20
From: 07 Oct 2016,To: 07 Oct 2016,Iraq,CY 2016,7,Texas,3,Houston,3,20
From: 07 Oct 2016,To: 07 Oct 2016,Iraq,CY 2016,7,Utah,4,Salt Lake City,4,20
From: 07 Oct 2016,To: 07 Oct 2016,Syria,CY 2016,6,California,6,San Diego,6,20

