ï»¿textbox9,textbox2,Textbox34
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 29 Jun 2011,To: 29 Jun 2011,Arizona,CY 2011,4,Burma,3,Phoenix,3,347
From: 29 Jun 2011,To: 29 Jun 2011,Arizona,CY 2011,4,Iraq,1,Youngtown,1,347
From: 29 Jun 2011,To: 29 Jun 2011,California,CY 2011,14,Burma,4,Oakland,4,347
From: 29 Jun 2011,To: 29 Jun 2011,California,CY 2011,14,Iran,1,San Jose,1,347
From: 29 Jun 2011,To: 29 Jun 2011,California,CY 2011,14,Iraq,9,El Cajon,8,347
From: 29 Jun 2011,To: 29 Jun 2011,California,CY 2011,14,Iraq,9,Fresno,1,347
From: 29 Jun 2011,To: 29 Jun 2011,Colorado,CY 2011,4,Burma,4,Littleton,4,347
From: 29 Jun 2011,To: 29 Jun 2011,Connecticut,CY 2011,6,Burma,6,Hartford,6,347
From: 29 Jun 2011,To: 29 Jun 2011,Florida,CY 2011,1,Iraq,1,Jacksonville,1,347
From: 29 Jun 2011,To: 29 Jun 2011,Georgia,CY 2011,14,Bhutan,5,Decatur,5,347
From: 29 Jun 2011,To: 29 Jun 2011,Georgia,CY 2011,14,Burma,9,Atlanta,9,347
From: 29 Jun 2011,To: 29 Jun 2011,Idaho,CY 2011,2,Somalia,2,Boise,2,347
From: 29 Jun 2011,To: 29 Jun 2011,Illinois,CY 2011,3,Iraq,3,Chicago,2,347
From: 29 Jun 2011,To: 29 Jun 2011,Illinois,CY 2011,3,Iraq,3,Rockford,1,347
From: 29 Jun 2011,To: 29 Jun 2011,Indiana,CY 2011,15,Burma,11,Fort Wayne,1,347
From: 29 Jun 2011,To: 29 Jun 2011,Indiana,CY 2011,15,Burma,11,Indianapolis,10,347
From: 29 Jun 2011,To: 29 Jun 2011,Indiana,CY 2011,15,Iraq,4,Indianapolis,4,347
From: 29 Jun 2011,To: 29 Jun 2011,Iowa,CY 2011,16,Bhutan,16,Des Moines,16,347
From: 29 Jun 2011,To: 29 Jun 2011,Kentucky,CY 2011,6,Burma,6,Bowling Green,4,347
From: 29 Jun 2011,To: 29 Jun 2011,Kentucky,CY 2011,6,Burma,6,Louisville,1,347
From: 29 Jun 2011,To: 29 Jun 2011,Kentucky,CY 2011,6,Burma,6,Owensboro,1,347
From: 29 Jun 2011,To: 29 Jun 2011,Maryland,CY 2011,5,Bhutan,5,Baltimore,5,347
From: 29 Jun 2011,To: 29 Jun 2011,Massachusetts,CY 2011,6,Burma,6,Lowell,3,347
From: 29 Jun 2011,To: 29 Jun 2011,Massachusetts,CY 2011,6,Burma,6,West Springfield,3,347
From: 29 Jun 2011,To: 29 Jun 2011,Michigan,CY 2011,8,Iraq,8,Lansing,1,347
From: 29 Jun 2011,To: 29 Jun 2011,Michigan,CY 2011,8,Iraq,8,Southfield,5,347
From: 29 Jun 2011,To: 29 Jun 2011,Michigan,CY 2011,8,Iraq,8,Sterling Heights,2,347
From: 29 Jun 2011,To: 29 Jun 2011,Minnesota,CY 2011,45,Burma,42,Minneapolis,8,347
From: 29 Jun 2011,To: 29 Jun 2011,Minnesota,CY 2011,45,Burma,42,Saint Paul,34,347
From: 29 Jun 2011,To: 29 Jun 2011,Minnesota,CY 2011,45,Burundi,3,Minneapolis,3,347
From: 29 Jun 2011,To: 29 Jun 2011,Nebraska,CY 2011,1,Burma,1,Omaha,1,347
From: 29 Jun 2011,To: 29 Jun 2011,Nevada,CY 2011,2,Azerbaijan,2,Las Vegas,2,347
From: 29 Jun 2011,To: 29 Jun 2011,New Hampshire,CY 2011,1,Bhutan,1,Manchester,1,347
From: 29 Jun 2011,To: 29 Jun 2011,New York,CY 2011,48,Angola,1,Buffalo,1,347
From: 29 Jun 2011,To: 29 Jun 2011,New York,CY 2011,48,Bhutan,8,Syracuse,8,347
From: 29 Jun 2011,To: 29 Jun 2011,New York,CY 2011,48,Burma,34,Buffalo,22,347
From: 29 Jun 2011,To: 29 Jun 2011,New York,CY 2011,48,Burma,34,Rochester,1,347
From: 29 Jun 2011,To: 29 Jun 2011,New York,CY 2011,48,Burma,34,Syracuse,9,347
From: 29 Jun 2011,To: 29 Jun 2011,New York,CY 2011,48,Burma,34,Utica,2,347
From: 29 Jun 2011,To: 29 Jun 2011,New York,CY 2011,48,Congo,3,Buffalo,3,347
From: 29 Jun 2011,To: 29 Jun 2011,New York,CY 2011,48,Russia,2,New York,2,347
From: 29 Jun 2011,To: 29 Jun 2011,North Carolina,CY 2011,17,Bhutan,4,Charlotte,4,347
From: 29 Jun 2011,To: 29 Jun 2011,North Carolina,CY 2011,17,Burma,12,Charlotte,9,347
From: 29 Jun 2011,To: 29 Jun 2011,North Carolina,CY 2011,17,Burma,12,Durham,2,347
From: 29 Jun 2011,To: 29 Jun 2011,North Carolina,CY 2011,17,Burma,12,Greensboro,1,347
From: 29 Jun 2011,To: 29 Jun 2011,North Carolina,CY 2011,17,Sudan,1,Durham,1,347
From: 29 Jun 2011,To: 29 Jun 2011,North Dakota,CY 2011,5,Bhutan,5,Fargo,5,347
From: 29 Jun 2011,To: 29 Jun 2011,Ohio,CY 2011,23,Bhutan,7,South Euclid,7,347
From: 29 Jun 2011,To: 29 Jun 2011,Ohio,CY 2011,23,Burma,16,Akron,2,347
